"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SYTL32",0,2.07868330444698,0.823,0.233,0,"7","SYTL3"
"SEPTIN72",0,1.97059292475117,0.968,0.379,0,"7","SEPTIN7"
"CX3CR11",0,3.01374222414345,0.676,0.088,0,"7","CX3CR1"
"TRBC23",0,1.6301390615057,0.861,0.273,0,"7","TRBC2"
"ITGAL1",0,2.01156767482552,0.855,0.267,0,"7","ITGAL"
"CD812",0,1.82897601482587,0.85,0.266,0,"7","CD81"
"KLRF11",0,3.98254786156366,0.635,0.056,0,"7","KLRF1"
"HLA-DPA12",0,1.19833910538532,0.859,0.282,0,"7","HLA-DPA1"
"CTSC1",0,1.74861650365565,0.847,0.271,0,"7","CTSC"
"ATP5ME2",0,1.91198127793042,0.818,0.244,0,"7","ATP5ME"
"SPON21",0,2.48585276690464,0.661,0.088,0,"7","SPON2"
"EVL3",0,1.56488124431507,0.896,0.323,0,"7","EVL"
"DBI2",0,1.93032319835848,0.886,0.314,0,"7","DBI"
"IL323",0,1.80281209077152,0.922,0.351,0,"7","IL32"
"MATK1",0,2.4359770949499,0.671,0.102,0,"7","MATK"
"ZEB22",0,1.54043172993153,0.9,0.331,0,"7","ZEB2"
"GIMAP73",0,1.52407656968621,0.866,0.297,0,"7","GIMAP7"
"FYN3",0,2.04775666013023,0.93,0.362,0,"7","FYN"
"H1-33",0,2.76207594562442,0.748,0.182,0,"7","H1-3"
"PPP3CC3",0,2.41244166700433,0.761,0.196,0,"7","PPP3CC"
"CBLB3",0,2.34586350601531,0.783,0.219,0,"7","CBLB"
"SYNE23",0,1.60584733257548,0.853,0.289,0,"7","SYNE2"
"RAP1GAP22",0,2.24761554919528,0.789,0.225,0,"7","RAP1GAP2"
"LYAR2",0,2.22672701489108,0.722,0.159,0,"7","LYAR"
"STAT43",0,2.31955440225627,0.758,0.197,0,"7","STAT4"
"TLE53",0,1.16434861402987,0.932,0.373,0,"7","TLE5"
"TNIK3",0,2.34550930950695,0.726,0.167,0,"7","TNIK"
"TOX1",0,3.57723519450927,0.627,0.068,0,"7","TOX"
"PPP2R5C2",0,1.93872825951725,0.942,0.383,0,"7","PPP2R5C"
"PCED1B-AS13",0,0.855645528261145,0.844,0.285,0,"7","PCED1B-AS1"
"CRIP14",0,1.74710057995806,0.936,0.379,0,"7","CRIP1"
"CD991",0,1.3319377256962,0.941,0.384,0,"7","CD99"
"ENSG000002899011",0,2.69371154673447,0.693,0.136,0,"7","ENSG00000289901"
"IKZF33",0,2.20877941365514,0.725,0.17,0,"7","IKZF3"
"LRBA3",0,2.29885097656817,0.785,0.234,0,"7","LRBA"
"ARPC5L1",0,2.13544231136398,0.733,0.183,0,"7","ARPC5L"
"STK392",0,3.00595801024248,0.663,0.115,0,"7","STK39"
"SPCS22",0,1.84832849858123,0.812,0.264,0,"7","SPCS2"
"ENSG000002891001",0,2.71323253955251,0.685,0.138,0,"7","ENSG00000289100"
"PTPN43",0,2.04895748044022,0.753,0.207,0,"7","PTPN4"
"NDUFB24",0,1.80118079554183,0.863,0.317,0,"7","NDUFB2"
"ETS13",0,1.23918811087834,0.886,0.341,0,"7","ETS1"
"RORA3",0,1.83195495476955,0.761,0.218,0,"7","RORA"
"CLEC2B3",0,1.35772687565277,0.869,0.327,0,"7","CLEC2B"
"PRKACB3",0,2.38589745247385,0.707,0.165,0,"7","PRKACB"
"IQGAP21",0,1.64477768337891,0.877,0.338,0,"7","IQGAP2"
"HCST2",0,2.33297195993164,0.99,0.451,0,"7","HCST"
"NOP533",0,1.10199049478058,0.9,0.362,0,"7","NOP53"
"CHST121",0,2.6749231796349,0.626,0.091,0,"7","CHST12"
"TFDP22",0,2.60907056465376,0.676,0.142,0,"7","TFDP2"
"PTPN221",0,2.54969124238592,0.665,0.133,0,"7","PTPN22"
"BTN3A23",0,2.009792993294,0.722,0.19,0,"7","BTN3A2"
"CARD113",0,2.49099770067682,0.679,0.148,0,"7","CARD11"
"RABGAP1L2",0,2.15742097381219,0.902,0.373,0,"7","RABGAP1L"
"CEMIP22",0,2.36831830617945,0.733,0.207,0,"7","CEMIP2"
"CYRIB1",0,0.760555901921504,0.916,0.392,0,"7","CYRIB"
"PSME23",0,1.59749200870411,0.877,0.356,0,"7","PSME2"
"ATP5IF14",0,1.72309453183012,0.815,0.294,0,"7","ATP5IF1"
"ANXA13",0,1.16542185102785,0.894,0.374,0,"7","ANXA1"
"COX6C4",0,1.46276435681015,0.914,0.395,0,"7","COX6C"
"GNG23",0,1.5668573423002,0.825,0.307,0,"7","GNG2"
"BRD72",0,2.10690586596837,0.736,0.218,0,"7","BRD7"
"ENSG00000290036",0,5.45202057630204,0.53,0.012,0,"7","ENSG00000290036"
"RPS27L3",0,1.92242440303499,0.782,0.265,0,"7","RPS27L"
"CEP781",0,2.90522860802911,0.587,0.07,0,"7","CEP78"
"GIMAP44",0,1.5888206963831,0.811,0.296,0,"7","GIMAP4"
"RASSF11",0,2.16750763752015,0.663,0.149,0,"7","RASSF1"
"HLA-DRB11",0,0.64892306739384,0.778,0.264,0,"7","HLA-DRB1"
"IFI162",0,1.46463529516835,0.789,0.276,0,"7","IFI16"
"KLRC3",0,5.3624101673168,0.532,0.019,0,"7","KLRC3"
"SLFN12L3",0,2.32022052071172,0.652,0.139,0,"7","SLFN12L"
"APOL61",0,1.89023447417703,0.697,0.184,0,"7","APOL6"
"TRAF3IP33",0,1.42210291382397,0.843,0.331,0,"7","TRAF3IP3"
"CD963",0,1.79364921533805,0.719,0.208,0,"7","CD96"
"TRIR4",0,1.34460214963287,0.907,0.396,0,"7","TRIR"
"DOK22",0,1.71448272640678,0.707,0.197,0,"7","DOK2"
"HIVEP32",0,2.55675334245916,0.648,0.139,0,"7","HIVEP3"
"PSMB104",0,1.32135651571701,0.846,0.338,0,"7","PSMB10"
"LINC02384",0,3.90830683674968,0.544,0.036,0,"7","LINC02384"
"NDUFB73",0,1.71933945835018,0.788,0.281,0,"7","NDUFB7"
"GSTP12",0,0.890784261771594,0.871,0.365,0,"7","GSTP1"
"IDH21",0,2.25337487427034,0.662,0.156,0,"7","IDH2"
"ISG152",0,1.63215983368157,0.707,0.203,0,"7","ISG15"
"COPS93",0,1.91685859744899,0.722,0.218,0,"7","COPS9"
"PSMB93",0,1.41965921451073,0.957,0.454,0,"7","PSMB9"
"PSMB84",0,1.43164115394066,0.858,0.357,0,"7","PSMB8"
"HLA-F4",0,1.35217218635899,0.939,0.438,0,"7","HLA-F"
"CD632",0,1.14962696172592,0.88,0.38,0,"7","CD63"
"NDUFA124",0,1.82355497988852,0.755,0.255,0,"7","NDUFA12"
"TRDC",0,4.30023503017237,0.539,0.039,0,"7","TRDC"
"ATP5MC34",0,1.43154856599323,0.795,0.295,0,"7","ATP5MC3"
"PSMA54",0,1.84124217559854,0.718,0.22,0,"7","PSMA5"
"ENSG000002828851",0,2.8970360300162,0.597,0.099,0,"7","ENSG00000282885"
"DNAJC82",0,1.82451331182561,0.741,0.244,0,"7","DNAJC8"
"RUNX12",0,1.92936694331966,0.773,0.276,0,"7","RUNX1"
"H1-21",0,1.78914407020684,0.752,0.255,0,"7","H1-2"
"NUCKS12",0,1.75825005909088,0.77,0.274,0,"7","NUCKS1"
"BCL11B3",0,1.39879307706724,0.719,0.223,0,"7","BCL11B"
"RAP1B1",0,1.30086605102033,0.973,0.478,0,"7","RAP1B"
"PPIB4",0,1.31436868735562,0.914,0.42,0,"7","PPIB"
"H3C41",0,3.5463794933015,0.566,0.072,0,"7","H3C4"
"AAK12",0,1.43578593870553,0.79,0.297,0,"7","AAK1"
"LAIR21",0,3.8961507529611,0.534,0.041,0,"7","LAIR2"
"PARK74",0,1.3513423554554,0.839,0.346,0,"7","PARK7"
"IL2RG3",0,0.904304997670518,0.877,0.384,0,"7","IL2RG"
"NPM13",0,0.798136905117396,0.948,0.455,0,"7","NPM1"
"ARL6IP53",0,1.12670732467633,0.914,0.422,0,"7","ARL6IP5"
"OSTF12",0,1.09830846278378,0.816,0.324,0,"7","OSTF1"
"NDUFA134",0,1.26861075829063,0.899,0.41,0,"7","NDUFA13"
"ATXN11",0,1.41284664483726,0.768,0.279,0,"7","ATXN1"
"PLAAT3",0,3.53305838360002,0.542,0.055,0,"7","PLAAT3"
"SUB12",0,1.70682502410103,0.958,0.471,0,"7","SUB1"
"PTPRA2",0,1.74196884052138,0.749,0.262,0,"7","PTPRA"
"PITPNC13",0,1.71967934807744,0.777,0.292,0,"7","PITPNC1"
"CCDC85B3",0,1.51033952357145,0.751,0.266,0,"7","CCDC85B"
"HNRNPA13",0,0.869678327276155,0.933,0.449,0,"7","HNRNPA1"
"SCP21",0,1.86882980709699,0.694,0.21,0,"7","SCP2"
"ATP5MK4",0,1.40666524591267,0.762,0.278,0,"7","ATP5MK"
"CCSER23",0,1.99924765224041,0.694,0.211,0,"7","CCSER2"
"CLEC2D3",0,1.67856892583935,0.738,0.255,0,"7","CLEC2D"
"NDUFS63",0,1.5671711898281,0.724,0.243,0,"7","NDUFS6"
"PAXX3",0,1.70631984792738,0.689,0.208,0,"7","PAXX"
"NHERF13",0,1.083816116219,0.717,0.236,0,"7","NHERF1"
"PSMA24",0,1.59064257661476,0.741,0.261,0,"7","PSMA2"
"TBC1D10C2",0,1.34106643074939,0.727,0.247,0,"7","TBC1D10C"
"RACK14",0,0.576030800574919,0.992,0.512,0,"7","RACK1"
"ENSG00000289137",0,4.35070518352098,0.501,0.021,0,"7","ENSG00000289137"
"ARHGEF33",0,2.04478765371351,0.683,0.204,0,"7","ARHGEF3"
"ATP5MC24",0,0.658550383748885,0.924,0.445,0,"7","ATP5MC2"
"TOMM73",0,0.902190800890101,0.966,0.487,0,"7","TOMM7"
"PSMA72",0,1.26362367459554,0.909,0.431,0,"7","PSMA7"
"TTC381",0,3.05139800925244,0.537,0.059,0,"7","TTC38"
"RNF2133",0,1.20990437852927,0.915,0.438,0,"7","RNF213"
"RNF1253",0,1.81870025189805,0.673,0.196,0,"7","RNF125"
"ZBTB382",0,2.09335522896842,0.617,0.14,0,"7","ZBTB38"
"NME24",0,0.989237858711063,0.841,0.364,0,"7","NME2"
"ADGRG11",0,2.29085538720891,0.539,0.063,0,"7","ADGRG1"
"SLFN53",0,1.85066782640524,0.651,0.175,0,"7","SLFN5"
"LGALS11",0,1.32054715099693,0.806,0.33,0,"7","LGALS1"
"NFATC22",0,2.38176431991998,0.586,0.11,0,"7","NFATC2"
"CNOT6L2",0,1.56188169192551,0.771,0.296,0,"7","CNOT6L"
"ATP5MF3",0,1.34218374393082,0.786,0.311,0,"7","ATP5MF"
"SNHG63",0,1.09596333346573,0.788,0.313,0,"7","SNHG6"
"SUMO24",0,1.12047301251937,0.94,0.465,0,"7","SUMO2"
"BBLN3",0,1.04205408895678,0.787,0.313,0,"7","BBLN"
"ITGB12",0,1.56491677113782,0.74,0.266,0,"7","ITGB1"
"VAMP84",0,1.15252958733039,0.811,0.338,0,"7","VAMP8"
"CD484",0,1.06440608051678,0.941,0.468,0,"7","CD48"
"ATP5PF4",0,1.48273997964277,0.74,0.268,0,"7","ATP5PF"
"STK17A3",0,1.31108732407705,0.802,0.331,0,"7","STK17A"
"CMC11",0,2.67794997689707,0.626,0.155,0,"7","CMC1"
"SPN2",0,1.8919200725039,0.642,0.171,0,"7","SPN"
"KRTCAP24",0,1.27041951558181,0.804,0.334,0,"7","KRTCAP2"
"POMP3",0,1.12563314994083,0.782,0.313,0,"7","POMP"
"MIF3",0,1.03843239140301,0.893,0.424,0,"7","MIF"
"PDIA32",0,1.29628948542102,0.822,0.353,0,"7","PDIA3"
"EFHD24",0,0.635390843093912,0.909,0.441,0,"7","EFHD2"
"YWHAQ2",0,1.5190344848346,0.737,0.269,0,"7","YWHAQ"
"RASA23",0,1.39039254162183,0.793,0.327,0,"7","RASA2"
"SEM14",0,1.89456143737671,0.664,0.199,0,"7","SEM1"
"UTRN3",0,1.55903194843164,0.856,0.391,0,"7","UTRN"
"CCDC88C3",0,1.72437574718948,0.699,0.234,0,"7","CCDC88C"
"RPS172",0,0.500151924987895,0.944,0.479,0,"7","RPS17"
"FOXN32",0,1.46787860416429,0.85,0.386,0,"7","FOXN3"
"BIN23",0,0.969908036365825,0.879,0.416,0,"7","BIN2"
"TBCA4",0,1.30443594756705,0.794,0.332,0,"7","TBCA"
"SYNGR1",0,3.64711333341242,0.522,0.06,0,"7","SYNGR1"
"COX7C3",0,0.993172186223274,0.966,0.505,0,"7","COX7C"
"PRSS231",0,3.20355809568352,0.503,0.044,0,"7","PRSS23"
"SEC61B3",0,1.11813370075122,0.823,0.364,0,"7","SEC61B"
"FKBP112",0,2.20159517558556,0.594,0.135,0,"7","FKBP11"
"NLRC54",0,1.67365093752733,0.693,0.234,0,"7","NLRC5"
"ITK3",0,1.501531884456,0.656,0.198,0,"7","ITK"
"RPS261",0,1.5928167320769,0.989,0.531,0,"7","RPS26"
"PPP1R16B2",0,2.3321771431439,0.595,0.137,0,"7","PPP1R16B"
"CD532",0,0.743171085000584,0.897,0.44,0,"7","CD53"
"SRSF33",0,1.18844554169947,0.791,0.334,0,"7","SRSF3"
"H4C33",0,1.52262801673913,0.707,0.25,0,"7","H4C3"
"CD473",0,1.20558818671148,0.771,0.315,0,"7","CD47"
"DEK3",0,1.12352399908758,0.79,0.334,0,"7","DEK"
"PPIA4",0,0.87800773865649,0.982,0.526,0,"7","PPIA"
"RPL36A2",0,0.808045800075273,0.987,0.531,0,"7","RPL36A"
"SSR44",0,0.953900228517326,0.877,0.422,0,"7","SSR4"
"SSBP13",0,1.58157826022449,0.705,0.25,0,"7","SSBP1"
"ITGA44",0,1.29280620625708,0.752,0.298,0,"7","ITGA4"
"COMMD64",0,0.875786060992469,0.909,0.455,0,"7","COMMD6"
"LINC024462",0,2.66124528158867,0.527,0.073,0,"7","LINC02446"
"UBE2L33",0,1.37978027093488,0.728,0.274,0,"7","UBE2L3"
"ARAP21",0,1.80539888738199,0.659,0.206,0,"7","ARAP2"
"CD523",0,1.69306217760099,0.917,0.464,0,"7","CD52"
"HNRNPA33",0,1.13384017063154,0.849,0.396,0,"7","HNRNPA3"
"ATP8A12",0,1.9997219035001,0.62,0.167,0,"7","ATP8A1"
"CCDC122",0,1.68748130130391,0.679,0.227,0,"7","CCDC12"
"SRPK21",0,0.894998944279182,0.804,0.352,0,"7","SRPK2"
"SSR23",0,1.01287124972466,0.863,0.412,0,"7","SSR2"
"ARID1B2",0,1.44451372914362,0.75,0.299,0,"7","ARID1B"
"ST6GAL13",0,2.15885586453551,0.62,0.169,0,"7","ST6GAL1"
"RPS202",0,0.938361960972769,0.992,0.541,0,"7","RPS20"
"DOCK103",0,1.38889339732081,0.75,0.3,0,"7","DOCK10"
"TRGC2",0,4.18978348415973,0.496,0.046,0,"7","TRGC2"
"LINC008613",0,1.3970386927583,0.639,0.189,0,"7","LINC00861"
"EDF14",0,1.07319725521856,0.872,0.422,0,"7","EDF1"
"CCL4L21",0,1.28644261007365,0.502,0.053,0,"7","CCL4L2"
"S1PR51",0,2.17813575755344,0.517,0.069,0,"7","S1PR5"
"RPL222",0,0.567527663475072,0.99,0.542,0,"7","RPL22"
"COX7A23",0,1.00007170897006,0.871,0.424,0,"7","COX7A2"
"SNRPD24",0,0.987814670074318,0.86,0.413,0,"7","SNRPD2"
"BTN3A12",0,1.84613547874979,0.594,0.147,0,"7","BTN3A1"
"UQCRB2",0,1.08504817443746,0.959,0.512,0,"7","UQCRB"
"CD72",0,0.841216132507818,0.699,0.252,0,"7","CD7"
"AKAP133",0,0.930069424383346,0.886,0.44,0,"7","AKAP13"
"SNRPB5",0,1.32806222665788,0.74,0.294,0,"7","SNRPB"
"NDUFB84",0,1.27781997423102,0.785,0.34,0,"7","NDUFB8"
"RBM391",0,0.856877407629605,0.943,0.498,0,"7","RBM39"
"IL2RB1",0,2.25560350437702,0.528,0.084,0,"7","IL2RB"
"ENSG000002286552",0,1.57020580358737,0.633,0.189,0,"7","ENSG00000228655"
"PSMB14",0,1.04556534484465,0.792,0.349,0,"7","PSMB1"
"IKZF13",0,1.01636193504202,0.853,0.41,0,"7","IKZF1"
"EIF4G3",0,1.07237089410479,0.697,0.254,0,"7","EIF4G3"
"SET3",0,0.993445609974492,0.835,0.392,0,"7","SET"
"PSMA41",0,1.66042717704297,0.648,0.206,0,"7","PSMA4"
"ARHGAP10",0,3.61713556316181,0.496,0.054,0,"7","ARHGAP10"
"PDGFD",0,4.15337716963083,0.469,0.027,0,"7","PDGFD"
"NCOA11",0,0.978744560823748,0.792,0.351,0,"7","NCOA1"
"RAPGEF12",0,1.36570096778825,0.684,0.243,0,"7","RAPGEF1"
"DRAP14",0,1.11011261521842,0.787,0.346,0,"7","DRAP1"
"PSMD83",0,1.51439469829636,0.685,0.244,0,"7","PSMD8"
"LINC019342",0,2.69803566109783,0.529,0.088,0,"7","LINC01934"
"IFI27L22",0,1.65987670702674,0.628,0.187,0,"7","IFI27L2"
"IFITM13",0,0.943072991854674,0.991,0.55,0,"7","IFITM1"
"PPP1R12A1",0,0.870964348415284,0.791,0.351,0,"7","PPP1R12A"
"LY6E3",0,1.14155353030076,0.767,0.327,0,"7","LY6E"
"SSBP43",0,1.69048333657405,0.639,0.199,0,"7","SSBP4"
"KLRC2",0,4.47463479224476,0.476,0.037,0,"7","KLRC2"
"RPL353",0,1.00848327930205,0.995,0.556,0,"7","RPL35"
"PSMA62",0,1.29235206862509,0.7,0.261,0,"7","PSMA6"
"HSP90AA14",0,1.04646595424041,0.96,0.521,0,"7","HSP90AA1"
"MCTP21",0,0.586116357895327,0.657,0.219,0,"7","MCTP2"
"NFATC32",0,1.71689367190678,0.659,0.221,0,"7","NFATC3"
"UQCR103",0,1.07242917157279,0.809,0.371,0,"7","UQCR10"
"STAG12",0,1.24266846457236,0.736,0.298,0,"7","STAG1"
"SLAMF71",0,2.96786533094029,0.493,0.056,0,"7","SLAMF7"
"NCL3",0,1.11448143703394,0.824,0.387,0,"7","NCL"
"CYTH13",0,1.1542867565356,0.814,0.377,0,"7","CYTH1"
"KLF23",0,0.592917320587808,0.967,0.53,0,"7","KLF2"
"ATP5MG4",0,1.0624095766173,0.967,0.53,0,"7","ATP5MG"
"COX7B3",0,1.0134256463956,0.78,0.344,0,"7","COX7B"
"MACF11",0,1.2518233146314,0.756,0.32,0,"7","MACF1"
"ATP6V0E14",0,0.66192006856475,0.897,0.462,0,"7","ATP6V0E1"
"NDUFA44",0,0.943319424002921,0.88,0.445,0,"7","NDUFA4"
"HNRNPM3",0,1.24567978464611,0.755,0.32,0,"7","HNRNPM"
"XRCC54",0,0.954101925449224,0.816,0.381,0,"7","XRCC5"
"ACTN41",0,1.23693388361878,0.646,0.212,0,"7","ACTN4"
"TBX211",0,2.3569062717573,0.499,0.065,0,"7","TBX21"
"SLC38A13",0,1.37970902812951,0.671,0.238,0,"7","SLC38A1"
"CDC42SE23",0,0.919855807822131,0.907,0.475,0,"7","CDC42SE2"
"RASA33",0,1.39629739980795,0.694,0.262,0,"7","RASA3"
"INPP4A4",0,1.59301131452525,0.651,0.22,0,"7","INPP4A"
"BST23",0,1.39907337931451,0.687,0.256,0,"7","BST2"
"URI13",0,1.54231517936872,0.667,0.236,0,"7","URI1"
"TMEM2584",0,1.14920684631092,0.743,0.312,0,"7","TMEM258"
"FLNA2",0,0.329772770795506,0.853,0.423,0,"7","FLNA"
"RPL381",0,0.792897096789207,0.99,0.56,0,"7","RPL38"
"FAM172A2",0,1.37381182009645,0.7,0.271,0,"7","FAM172A"
"ATP5MJ3",0,0.883508008012283,0.736,0.308,0,"7","ATP5MJ"
"HNRNPR3",0,1.34027393056292,0.709,0.281,0,"7","HNRNPR"
"SEC61G3",0,1.31257969254898,0.707,0.279,0,"7","SEC61G"
"CHCHD24",0,1.08533763774253,0.959,0.531,0,"7","CHCHD2"
"SRSF54",0,0.776023714065867,0.964,0.536,0,"7","SRSF5"
"SELENOW4",0,1.38124239004073,0.67,0.243,0,"7","SELENOW"
"NDUFA16",0,0.693147575180535,0.846,0.419,0,"7","NDUFA1"
"SLC27A41",0,2.57347353951527,0.526,0.1,0,"7","SLC27A4"
"PPP1CA4",0,0.911883969830363,0.798,0.372,0,"7","PPP1CA"
"TAOK31",0,0.983476663642672,0.775,0.349,0,"7","TAOK3"
"ATP2B41",0,1.63283583651734,0.588,0.162,0,"7","ATP2B4"
"PARP82",0,1.11837105477588,0.785,0.36,0,"7","PARP8"
"RPS291",0,1.1199764384902,0.992,0.567,0,"7","RPS29"
"EID14",0,1.20993249148413,0.771,0.346,0,"7","EID1"
"RPL272",0,0.789507966164629,0.989,0.564,0,"7","RPL27"
"RPS213",0,0.591507425049371,0.994,0.569,0,"7","RPS21"
"MATR33",0,1.226770240882,0.714,0.289,0,"7","MATR3"
"SRSF93",0,0.942457951614773,0.767,0.342,0,"7","SRSF9"
"JAKMIP2",0,3.88919132507128,0.454,0.03,0,"7","JAKMIP2"
"ARGLU14",0,0.96091780178299,0.806,0.382,0,"7","ARGLU1"
"VPS13C3",0,1.28434111344204,0.721,0.297,0,"7","VPS13C"
"ZRANB23",0,1.53248245090479,0.659,0.236,0,"7","ZRANB2"
"ARL152",0,1.66258950361601,0.634,0.211,0,"7","ARL15"
"CAST2",0,0.854907366044305,0.818,0.395,0,"7","CAST"
"SNRPG3",0,1.43172054122173,0.672,0.25,0,"7","SNRPG"
"RPL312",0,0.783974306829275,0.988,0.566,0,"7","RPL31"
"SON3",0,0.707897154164494,0.891,0.469,0,"7","SON"
"MT-ND32",0,1.09430863111222,0.989,0.567,0,"7","MT-ND3"
"ATP5F1D4",0,0.859285752890549,0.783,0.361,0,"7","ATP5F1D"
"BZW12",0,0.951697167463773,0.726,0.304,0,"7","BZW1"
"DIAPH12",0,0.980360737789993,0.737,0.315,0,"7","DIAPH1"
"CASP42",0,0.927869554911319,0.708,0.286,0,"7","CASP4"
"CLIC13",0,0.88956379564062,0.973,0.551,0,"7","CLIC1"
"SRP142",0,1.12484458480458,0.975,0.554,0,"7","SRP14"
"TRAPPC101",0,1.41546931960877,0.666,0.246,0,"7","TRAPPC10"
"SRSF113",0,1.09853026447675,0.762,0.342,0,"7","SRSF11"
"APBB1IP1",0,0.586409828196043,0.861,0.441,0,"7","APBB1IP"
"GTF3A3",0,1.22489058095364,0.741,0.321,0,"7","GTF3A"
"KIF2A3",0,0.821843229177708,0.698,0.278,0,"7","KIF2A"
"LINC-PINT2",0,0.935155205389333,0.819,0.399,0,"7","LINC-PINT"
"FNBP12",0,1.01320641833197,0.815,0.395,0,"7","FNBP1"
"AKNA3",0,1.00628171952312,0.731,0.312,0,"7","AKNA"
"HMGN34",0,1.70486727066852,0.64,0.222,0,"7","HMGN3"
"CYTOR2",0,1.49231957348289,0.573,0.155,0,"7","CYTOR"
"ARHGAP151",0,0.602317242304713,0.892,0.475,0,"7","ARHGAP15"
"GPRIN33",0,2.02542903875092,0.559,0.142,0,"7","GPRIN3"
"EIF2S21",0,1.50647301572931,0.663,0.246,0,"7","EIF2S2"
"SEC11A1",0,1.01889917391414,0.707,0.29,0,"7","SEC11A"
"MBP3",0,0.828055125193462,0.86,0.443,0,"7","MBP"
"H2AC201",0,1.91211164825944,0.595,0.178,0,"7","H2AC20"
"RPL36AL3",0,1.09039112626895,0.978,0.561,0,"7","RPL36AL"
"KLRG11",0,2.40965461591407,0.513,0.097,0,"7","KLRG1"
"USP28",0,2.87191007976236,0.476,0.06,0,"7","USP28"
"CIB14",0,1.02480402753793,0.728,0.312,0,"7","CIB1"
"TMCO11",0,1.91995364075945,0.576,0.16,0,"7","TMCO1"
"CYCS2",0,1.57687029045736,0.619,0.204,0,"7","CYCS"
"RPL362",0,0.606055376126662,0.995,0.58,0,"7","RPL36"
"EIF3G4",0,0.933108669229616,0.8,0.385,0,"7","EIF3G"
"PDIA63",0,1.63581222921355,0.615,0.2,0,"7","PDIA6"
"SRSF73",0,0.899421812948698,0.747,0.332,0,"7","SRSF7"
"NSA22",0,1.11643129469742,0.741,0.326,0,"7","NSA2"
"STK384",0,1.12429689497779,0.71,0.295,0,"7","STK38"
"CCND33",0,0.666928200981698,0.838,0.423,0,"7","CCND3"
"ATM3",0,1.15520556509934,0.751,0.336,0,"7","ATM"
"HSPA84",0,0.734519227999636,0.829,0.414,0,"7","HSPA8"
"TES2",0,1.59367204234855,0.619,0.205,0,"7","TES"
"ITCH3",0,1.21751622466758,0.67,0.256,0,"7","ITCH"
"ATP5F1C4",0,1.43256106260617,0.649,0.235,0,"7","ATP5F1C"
"POLR2L3",0,1.08822586556234,0.733,0.319,0,"7","POLR2L"
"ADGRG5",0,4.08284333190661,0.441,0.027,0,"7","ADGRG5"
"EMP34",0,0.899383429219685,0.963,0.549,0,"7","EMP3"
"RAB8B1",0,0.727107837112994,0.709,0.296,0,"7","RAB8B"
"RAB27A2",0,0.724676273336831,0.649,0.237,0,"7","RAB27A"
"GRAP23",0,1.08485070055271,0.558,0.146,0,"7","GRAP2"
"RBIS3",0,1.70837582801515,0.613,0.201,0,"7","RBIS"
"DNAJC13",0,1.84542436048939,0.583,0.171,0,"7","DNAJC1"
"SRSF103",0,1.18316293848886,0.686,0.275,0,"7","SRSF10"
"RPL37A1",0,0.957400097827773,0.994,0.583,0,"7","RPL37A"
"PARP151",0,2.37250931631563,0.509,0.098,0,"7","PARP15"
"ACAA22",0,2.16949458777747,0.533,0.122,0,"7","ACAA2"
"HSP90B13",0,1.19057611655851,0.729,0.318,0,"7","HSP90B1"
"SNRPB21",0,1.74849460884175,0.607,0.196,0,"7","SNRPB2"
"SP1402",0,1.73912354755896,0.554,0.144,0,"7","SP140"
"DOCK22",0,0.731502038452002,0.767,0.357,0,"7","DOCK2"
"NEDD84",0,0.957770755950413,0.774,0.364,0,"7","NEDD8"
"TSEN541",0,2.22882030185766,0.5,0.09,0,"7","TSEN54"
"SMYD33",0,2.0810032416365,0.594,0.184,0,"7","SMYD3"
"MZT2B3",0,0.977363840771047,0.831,0.421,0,"7","MZT2B"
"TNFAIP83",0,1.1322595491731,0.713,0.303,0,"7","TNFAIP8"
"STAT15",0,0.755829450336662,0.795,0.386,0,"7","STAT1"
"COG51",0,1.76368109048237,0.614,0.205,0,"7","COG5"
"GAB3",0,2.28584193767935,0.509,0.1,0,"7","GAB3"
"PRR51",0,2.23857847997759,0.503,0.094,0,"7","PRR5"
"DDX243",0,0.958267799528559,0.726,0.317,0,"7","DDX24"
"IRF13",0,0.360276301431216,0.924,0.516,0,"7","IRF1"
"RPL27A1",0,1.33253052550885,0.993,0.585,0,"7","RPL27A"
"DYNLL12",0,1.03390096947479,0.767,0.359,0,"7","DYNLL1"
"PLAC83",0,1.43771719576303,0.722,0.314,0,"7","PLAC8"
"HNRNPF4",0,1.00861165693199,0.728,0.32,0,"7","HNRNPF"
"NDUFB103",0,1.03075834638665,0.711,0.303,0,"7","NDUFB10"
"HMGN13",0,0.968298955299956,0.735,0.327,0,"7","HMGN1"
"TMEM50A3",0,0.594977890871989,0.772,0.365,0,"7","TMEM50A"
"C11orf583",0,1.05728372362804,0.762,0.355,0,"7","C11orf58"
"MICOS104",0,1.22600658516801,0.663,0.256,0,"7","MICOS10"
"SRI4",0,1.39303284590332,0.626,0.22,0,"7","SRI"
"COPE3",0,0.974180938977671,0.765,0.359,0,"7","COPE"
"NDUFA32",0,1.27157193446125,0.668,0.262,0,"7","NDUFA3"
"GBP52",0,0.619091475195148,0.599,0.193,0,"7","GBP5"
"C12orf573",0,0.679102483799142,0.743,0.337,0,"7","C12orf57"
"DHRS72",0,0.773454992450119,0.703,0.297,0,"7","DHRS7"
"STX83",0,1.8301758182781,0.591,0.185,0,"7","STX8"
