"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ARL151",5.37385268696979e-54,0.375596075432812,0.336,0.225,1.71329171365971e-49,"6","ARL15"
"JTB1",9.25354018553524e-54,0.45398692173859,0.491,0.393,2.95021368195234e-49,"6","JTB"
"CLASP21",1.20989479690982e-53,0.851052393714372,0.274,0.183,3.8573865915079e-49,"6","CLASP2"
"VAV1",1.77032440184848e-53,0.585303028879135,0.25,0.162,5.64414825797334e-49,"6","VAV1"
"APH1A2",3.69642631406748e-53,0.534112946377525,0.287,0.192,1.17849463745099e-48,"6","APH1A"
"IRF92",4.81579825919107e-53,0.50794711409112,0.309,0.212,1.5353728009953e-48,"6","IRF9"
"TESC1",5.01050480366835e-53,0.752788621531772,0.306,0.211,1.59744914150554e-48,"6","TESC"
"KHDRBS14",2.03183634942335e-52,0.432597456872149,0.434,0.328,6.47790064923154e-48,"6","KHDRBS1"
"TRAPPC91",3.32529440366775e-52,0.561411908745598,0.305,0.208,1.06017036177735e-47,"6","TRAPPC9"
"TTC39C3",4.79597583586134e-52,0.643896021599368,0.315,0.216,1.52905301598931e-47,"6","TTC39C"
"EID13",6.61607621683951e-52,0.504008111226771,0.465,0.361,2.10933741945277e-47,"6","EID1"
"RAPGEF11",1.53025071747495e-51,0.439949459419272,0.363,0.259,4.87874533745365e-47,"6","RAPGEF1"
"ATAD2B",4.77928120679376e-51,0.573583842253088,0.315,0.217,1.52373043434999e-46,"6","ATAD2B"
"POLR2F",7.63268807737354e-51,0.723773409964191,0.251,0.166,2.43345361282823e-46,"6","POLR2F"
"TMEM131",8.39198204317315e-51,0.680478812824088,0.306,0.211,2.67553171500446e-46,"6","TMEM131"
"NONO3",8.67973877067315e-51,0.654313929816141,0.317,0.225,2.76727431486601e-46,"6","NONO"
"PARK73",9.11705967029006e-51,0.377738203115004,0.465,0.365,2.90670096408188e-46,"6","PARK7"
"ITPR21",9.8857343679588e-51,0.372248216948737,0.359,0.252,3.15176983119262e-46,"6","ITPR2"
"TRIM38",3.01482172750048e-50,0.424224327336394,0.286,0.194,9.61185463161704e-46,"6","TRIM38"
"CSNK1G21",4.68799961816619e-50,0.465217161931968,0.281,0.19,1.49462803826374e-45,"6","CSNK1G2"
"COMMD11",8.70464489608053e-50,0.800666599986652,0.254,0.168,2.7752148857684e-45,"6","COMMD1"
"SDHC2",1.26551493168575e-49,0.610679114460733,0.265,0.177,4.0347147052005e-45,"6","SDHC"
"SNX63",1.30567971043423e-49,0.405307746402238,0.427,0.322,4.1627680528064e-45,"6","SNX6"
"UBE2I3",1.37995308540791e-49,0.507340744481244,0.402,0.305,4.3995664268975e-45,"6","UBE2I"
"CAMTA11",1.57043964078275e-49,0.531041801673107,0.263,0.177,5.00687566274355e-45,"6","CAMTA1"
"INPP5D2",1.82467980431659e-49,0.342115954541001,0.443,0.326,5.81744415212214e-45,"6","INPP5D"
"FAM200B",1.97152162428846e-49,0.404302386671388,0.267,0.179,6.28560524255646e-45,"6","FAM200B"
"UBL52",2.38565045592184e-49,0.272795901584731,0.603,0.513,7.60593078357001e-45,"6","UBL5"
"SNRPD33",2.95450666580479e-49,0.700138606983234,0.344,0.251,9.41955815191883e-45,"6","SNRPD3"
"NECAP22",4.31659808189253e-49,0.856689448370827,0.259,0.177,1.37621780046898e-44,"6","NECAP2"
"NDUFB43",1.21181058353984e-48,0.542358052097813,0.395,0.303,3.86349450244173e-44,"6","NDUFB4"
"LRPAP11",1.59658609174118e-48,0.688732285311817,0.306,0.219,5.09023577768924e-44,"6","LRPAP1"
"RAN3",2.65215656782144e-48,0.488443122099124,0.452,0.348,8.4556055695283e-44,"6","RAN"
"USP252",3.42717443728282e-48,0.485789514431589,0.344,0.243,1.09265175409451e-43,"6","USP25"
"C19orf533",4.37554637822351e-48,0.471272715732067,0.457,0.354,1.39501169630522e-43,"6","C19orf53"
"TRAF31",6.80261583732424e-48,0.709539636412385,0.25,0.166,2.16880998125571e-43,"6","TRAF3"
"TRIP122",9.26085199865772e-48,0.419304711284787,0.383,0.28,2.95254483421205e-43,"6","TRIP12"
"GIMAP12",1.32005886140121e-47,0.744246425442718,0.283,0.196,4.20861166191932e-43,"6","GIMAP1"
"HSP90AB13",1.51810909136592e-47,0.282991537943151,0.585,0.464,4.84003540509283e-43,"6","HSP90AB1"
"PRKX2",4.25266367967323e-47,0.856702129486899,0.253,0.172,1.35583423435342e-42,"6","PRKX"
"TBRG12",4.3230096172753e-47,0.84989792430905,0.267,0.186,1.37826192617971e-42,"6","TBRG1"
"ACIN12",6.81799134918244e-47,0.615893660695762,0.301,0.213,2.17371200194634e-42,"6","ACIN1"
"SURF11",1.34250804532967e-45,0.674453694584283,0.251,0.17,4.28018415012004e-41,"6","SURF1"
"ATXN2L2",1.61516469136089e-45,0.790954772933338,0.271,0.189,5.14946806899679e-41,"6","ATXN2L"
"PTBP11",2.43679932317662e-45,0.604749834306553,0.254,0.173,7.7690036021517e-41,"6","PTBP1"
"KDM3B",6.22974605023265e-45,0.513478000105659,0.293,0.205,1.98616763573517e-40,"6","KDM3B"
"DIAPH11",6.77373473841028e-45,0.272897410080662,0.439,0.329,2.15960210929997e-40,"6","DIAPH1"
"NSD12",6.82631219558866e-45,0.560881295144479,0.329,0.239,2.17636485419758e-40,"6","NSD1"
"METTL91",1.63879712326203e-44,0.385092137531153,0.496,0.399,5.22481298838399e-40,"6","METTL9"
"CORO74",2.2563322378972e-44,0.539496007334983,0.324,0.234,7.19363844086385e-40,"6","CORO7"
"CSGALNACT21",2.89481939815693e-44,0.260608534040257,0.351,0.252,9.22926320520392e-40,"6","CSGALNACT2"
"SNHG72",3.10893172423108e-44,0.651166023256734,0.295,0.21,9.91189612319352e-40,"6","SNHG7"
"BABAM1",3.95294623764561e-44,0.73772269571092,0.261,0.179,1.26027831948617e-39,"6","BABAM1"
"PDCD6IP2",4.60620180314437e-44,0.575287589122219,0.312,0.223,1.46854925887849e-39,"6","PDCD6IP"
"TGOLN21",9.78017444901662e-44,0.317511599553246,0.412,0.312,3.11811521783548e-39,"6","TGOLN2"
"RPL22L11",1.06528317108739e-43,0.688335727940962,0.301,0.216,3.39633580606081e-39,"6","RPL22L1"
"UBE3A3",1.18605876010782e-43,0.680854449799999,0.306,0.22,3.78139253897574e-39,"6","UBE3A"
"COX7A22",1.61389306229324e-42,0.318649798497408,0.533,0.441,5.14541386120331e-38,"6","COX7A2"
"SRSF32",2.28798791565292e-42,0.290379534921134,0.453,0.351,7.29456307268465e-38,"6","SRSF3"
"PTGES33",6.14924585471965e-42,0.456731821322037,0.518,0.424,1.96050256340172e-37,"6","PTGES3"
"RER11",8.15166655020045e-42,0.465860536912717,0.305,0.219,2.59891432953491e-37,"6","RER1"
"CLINT1",9.76942875600373e-42,0.513059859801332,0.302,0.215,3.11468927598911e-37,"6","CLINT1"
"TACC13",1.00946743506342e-41,0.275651276234671,0.332,0.241,3.21838407646918e-37,"6","TACC1"
"TBCA3",1.07164467802478e-41,0.42268685652416,0.451,0.349,3.41661756247859e-37,"6","TBCA"
"EIF2A2",1.90397722963973e-41,0.695955033975312,0.271,0.192,6.07026020353739e-37,"6","EIF2A"
"ZNF6091",4.04339992152548e-41,0.743296653493834,0.251,0.172,1.28911676298075e-36,"6","ZNF609"
"SDF42",5.57564509004341e-41,0.512736693406991,0.256,0.176,1.77762716760764e-36,"6","SDF4"
"TCF122",7.38217319657368e-41,0.439778418157244,0.333,0.24,2.35358445853162e-36,"6","TCF12"
"EIF4H3",8.54111713734634e-41,0.469674349236535,0.338,0.253,2.72307896572876e-36,"6","EIF4H"
"ATP5ME1",2.74444014437812e-40,0.510613698828225,0.358,0.268,8.74982406830633e-36,"6","ATP5ME"
"ARID1A2",3.16194541112288e-40,0.382793141615845,0.328,0.24,1.0080914359742e-35,"6","ARID1A"
"AP2A11",3.56372946347496e-40,0.460017004016475,0.255,0.175,1.13618822754509e-35,"6","AP2A1"
"NRDC1",4.10857113168729e-40,0.260951806413284,0.38,0.285,1.30989464820454e-35,"6","NRDC"
"KCTD20",6.16102799593953e-40,0.272841406590631,0.254,0.174,1.96425894566544e-35,"6","KCTD20"
"SSU723",8.40446123101345e-40,0.302443424646715,0.407,0.316,2.67951032967171e-35,"6","SSU72"
"STUB13",1.00143656613722e-39,0.450665887025771,0.332,0.246,3.19278006015869e-35,"6","STUB1"
"CD1641",1.23024261745088e-39,0.370370816415826,0.41,0.316,3.92225951295691e-35,"6","CD164"
"EFR3A1",1.5487199840339e-39,0.646969806328801,0.282,0.203,4.93762905309687e-35,"6","EFR3A"
"HNRNPF3",1.84105292441532e-39,0.332575943950513,0.428,0.335,5.86964493362093e-35,"6","HNRNPF"
"ERBIN2",2.85814049636815e-39,0.253141082954063,0.421,0.314,9.11232353052093e-35,"6","ERBIN"
"ANKRD172",9.55379870704147e-39,0.461619588646119,0.333,0.244,3.04594210377896e-34,"6","ANKRD17"
"PPCS1",1.00095013896334e-38,0.553733197680116,0.268,0.191,3.19122923304291e-34,"6","PPCS"
"PLAC82",3.92703943447928e-38,0.428673523793913,0.421,0.329,1.25201871250068e-33,"6","PLAC8"
"TMOD31",2.19837092192649e-37,0.286576885578147,0.374,0.285,7.00884617328605e-33,"6","TMOD3"
"SFT2D1",2.94914166255016e-37,0.323545356850582,0.26,0.183,9.40245344854241e-33,"6","SFT2D1"
"NDUFB31",3.13475531495262e-37,0.334444183830648,0.298,0.217,9.99422689513194e-33,"6","NDUFB3"
"RBX1",3.72454103298811e-37,0.267837616619794,0.475,0.394,1.18745817213727e-32,"6","RBX1"
"ERC11",7.11757670316905e-37,0.531283148797612,0.272,0.191,2.26922580450436e-32,"6","ERC1"
"PANK2",1.35413209145831e-36,0.540214995013579,0.261,0.186,4.3172439339874e-32,"6","PANK2"
"POLR1D3",5.97924346248036e-36,0.467459578111056,0.454,0.374,1.90630240070799e-31,"6","POLR1D"
"MAP2K22",1.04977444347863e-35,0.440260594398654,0.417,0.334,3.34689088069856e-31,"6","MAP2K2"
"AP3B1",1.83448782033419e-35,0.311045069091299,0.356,0.264,5.84871406878946e-31,"6","AP3B1"
"SSBP42",2.06937681107248e-35,0.535253259331359,0.296,0.216,6.59758714906127e-31,"6","SSBP4"
"CIB13",1.09241484947844e-34,0.331125001521193,0.416,0.327,3.48283702310717e-30,"6","CIB1"
"PSMB71",1.38471683315204e-34,0.64978812375622,0.273,0.201,4.41475420745534e-30,"6","PSMB7"
"RAB6A1",1.59072780386128e-34,0.411692611203034,0.322,0.239,5.07155838427053e-30,"6","RAB6A"
"MAN2A11",1.63774951264014e-34,0.610464889506904,0.262,0.188,5.22147299619928e-30,"6","MAN2A1"
"OSTC2",2.23491154316232e-34,0.635323581011068,0.252,0.181,7.12534498191011e-30,"6","OSTC"
"HIPK2",2.42329037257867e-34,0.439139621200506,0.258,0.184,7.72593436585533e-30,"6","HIPK2"
"DDOST3",3.12325719965888e-34,0.54139343084886,0.276,0.201,9.95756860395243e-30,"6","DDOST"
"ERP44",3.21094542084271e-34,0.423215384857761,0.294,0.217,1.02371361907307e-29,"6","ERP44"
"VPS362",4.22252256152263e-34,0.716313483627406,0.257,0.187,1.34622464306465e-29,"6","VPS36"
"EXOC42",4.53112301977046e-34,0.331011997575873,0.345,0.256,1.44461264116322e-29,"6","EXOC4"
"AIP3",4.55412106107069e-34,0.604225784091089,0.27,0.197,1.45194487669056e-29,"6","AIP"
"ZZEF1",6.41401785134488e-34,0.562735586179641,0.257,0.186,2.04491717136577e-29,"6","ZZEF1"
"PUM13",9.96657424351506e-34,0.492602015682785,0.337,0.255,3.17754320031747e-29,"6","PUM1"
"ATP1A13",1.23825264881371e-33,0.568095005843709,0.295,0.221,3.94779709494786e-29,"6","ATP1A1"
"LMAN23",2.84210405201482e-33,0.364086022678318,0.335,0.253,9.06119613863365e-29,"6","LMAN2"
"BCL7C3",3.05262323256573e-33,0.615628641341078,0.256,0.184,9.73237339006606e-29,"6","BCL7C"
"VCP2",3.74972706185956e-33,0.336020411226246,0.372,0.29,1.19548798186207e-28,"6","VCP"
"SNU133",5.4542916726232e-33,0.411835021698654,0.414,0.331,1.73893727106573e-28,"6","SNU13"
"COPA2",8.54898452429961e-33,0.33822846353838,0.344,0.262,2.7255872460372e-28,"6","COPA"
"NCOA31",9.46053035351653e-33,0.292341881769291,0.342,0.254,3.01620628730814e-28,"6","NCOA3"
"FIS12",1.54099921446946e-32,0.367897715847086,0.474,0.397,4.91301369557154e-28,"6","FIS1"
"UQCRC23",1.70758859861852e-32,0.532639849436558,0.299,0.224,5.44413397011557e-28,"6","UQCRC2"
"MED151",1.89613941175366e-32,0.516153804346604,0.264,0.194,6.04527167255303e-28,"6","MED15"
"SPPL2A1",2.09785270833717e-32,0.408067541586339,0.274,0.198,6.68837400472057e-28,"6","SPPL2A"
"PDCD64",8.10482452963208e-32,0.394438980138781,0.313,0.238,2.5839801565373e-27,"6","PDCD6"
"SERBP13",9.19350767978641e-32,0.374557568202127,0.469,0.382,2.9310741184695e-27,"6","SERBP1"
"SUPT6H",1.16973637545659e-31,0.343365092746472,0.254,0.184,3.7293535122307e-27,"6","SUPT6H"
"PSMD21",2.43059347369053e-31,0.541556491704687,0.25,0.182,7.74921811282013e-27,"6","PSMD2"
"LUC7L33",3.78823859857825e-31,0.533198839216289,0.366,0.287,1.20776622999872e-26,"6","LUC7L3"
"SMAD21",7.49454568526743e-31,0.410892803136534,0.274,0.201,2.38941105537696e-26,"6","SMAD2"
"SSR1",8.99418664874504e-31,0.405884448229731,0.258,0.188,2.86752658735289e-26,"6","SSR1"
"ANAPC53",9.5058476952495e-31,0.462814710484256,0.291,0.218,3.03065436219945e-26,"6","ANAPC5"
"PRPF40A2",1.49274434015291e-30,0.364356245269082,0.342,0.265,4.7591675052755e-26,"6","PRPF40A"
"CCT43",1.88585573772138e-30,0.488929748940119,0.308,0.234,6.01248526300331e-26,"6","CCT4"
"UFC13",4.23867317506348e-30,0.452620491435047,0.363,0.288,1.35137378167374e-25,"6","UFC1"
"STX161",8.64898749271251e-30,0.440700844063287,0.276,0.207,2.7574701924266e-25,"6","STX16"
"AATF1",2.46279714010182e-29,0.50659951627685,0.27,0.202,7.85188984207262e-25,"6","AATF"
"FBL3",4.29391146509971e-29,0.476721396539491,0.307,0.233,1.36898485330309e-24,"6","FBL"
"DNAJC12",4.62542276566561e-29,0.428987402413989,0.26,0.188,1.47467728614951e-24,"6","DNAJC1"
"NDUFC12",7.87112520550298e-29,0.523392027282865,0.305,0.237,2.50947213801846e-24,"6","NDUFC1"
"SENP63",9.08792129575583e-29,0.305024842812902,0.372,0.291,2.89741106751287e-24,"6","SENP6"
"SRI3",1.43302513588843e-28,0.438878668577179,0.307,0.236,4.56877073823949e-24,"6","SRI"
"TNKS22",2.06381198949354e-28,0.459260685767957,0.28,0.211,6.57984538490332e-24,"6","TNKS2"
"UBE2E31",2.87570322765629e-28,0.405056201040214,0.254,0.187,9.16831703041378e-24,"6","UBE2E3"
"PSMA13",3.27781378684301e-28,0.322804112697568,0.39,0.307,1.04503259152129e-23,"6","PSMA1"
"SPSB32",3.89136834397687e-28,0.462567129242409,0.267,0.199,1.24064605542671e-23,"6","SPSB3"
"GADD45GIP13",4.52020704195478e-28,0.639571739515406,0.286,0.22,1.44113240911602e-23,"6","GADD45GIP1"
"ATRAID3",6.33115327003245e-28,0.534927983134701,0.277,0.21,2.01849828555175e-23,"6","ATRAID"
"EHMT12",9.74610170180426e-28,0.588147092077981,0.288,0.219,3.10725214456923e-23,"6","EHMT1"
"PBRM11",1.63079470825666e-27,0.527196270339996,0.276,0.207,5.19929968886389e-23,"6","PBRM1"
"STMP11",1.45451659894213e-26,0.263516429318889,0.447,0.367,4.63728982074729e-22,"6","STMP1"
"SMAP13",3.19952450707852e-26,0.48201967460333,0.283,0.217,1.02007240334678e-21,"6","SMAP1"
"FUNDC21",7.60483603006685e-26,0.553624632481898,0.259,0.195,2.42457382310591e-21,"6","FUNDC2"
"PHF112",8.19168636336565e-26,0.472393192002234,0.261,0.198,2.61167344636824e-21,"6","PHF11"
"SNRPG2",8.5206458366973e-26,0.465743836962853,0.336,0.268,2.71655230565583e-21,"6","SNRPG"
"SEC31A3",3.06669777669337e-25,0.466281757396265,0.286,0.221,9.7772458516538e-21,"6","SEC31A"
"PSMD9",3.22497523073712e-25,0.500043794909432,0.274,0.211,1.02818660306361e-20,"6","PSMD9"
"ERH3",4.69075365843423e-25,0.457797825866752,0.355,0.287,1.495506081382e-20,"6","ERH"
"MRFAP13",4.98911484504755e-25,0.377265598345229,0.306,0.24,1.59062959489806e-20,"6","MRFAP1"
"UBAC22",1.08435786200747e-24,0.349301806878306,0.358,0.283,3.45714973565221e-20,"6","UBAC2"
"TMED103",1.33854914894477e-24,0.451826609106079,0.304,0.238,4.26756239666573e-20,"6","TMED10"
"RBBP43",2.78839057750177e-24,0.496522808426378,0.286,0.223,8.88994683919114e-20,"6","RBBP4"
"SNRPB4",5.40077139442852e-24,0.272887883076696,0.385,0.313,1.7218739359717e-19,"6","SNRPB"
"UBE2L32",7.86318652403521e-24,0.314256061980344,0.362,0.293,2.5069411275929e-19,"6","UBE2L3"
"RPS27L2",8.50550742300005e-24,0.309709640430722,0.359,0.287,2.71172587660088e-19,"6","RPS27L"
"STK383",1.25001100301451e-23,0.338739495149217,0.387,0.312,3.98528507981087e-19,"6","STK38"
"GLG13",1.90572291535559e-23,0.34939909411758,0.384,0.309,6.07582579873668e-19,"6","GLG1"
"KDM7A",2.15381213283622e-23,0.307845388412509,0.291,0.225,6.86678384190843e-19,"6","KDM7A"
"ZFR3",2.36884817725567e-23,0.435247652464062,0.299,0.233,7.55236175872652e-19,"6","ZFR"
"DYM2",3.94278451839044e-23,0.354875454008834,0.291,0.222,1.25703856015324e-18,"6","DYM"
"TOMM203",7.26150612268496e-23,0.256183019461434,0.428,0.35,2.31511338203442e-18,"6","TOMM20"
"XRCC63",1.28490225099175e-22,0.355108035567733,0.358,0.292,4.09652535661189e-18,"6","XRCC6"
"EIF5A2",2.28921444477085e-22,0.267129412003094,0.466,0.403,7.29847349281843e-18,"6","EIF5A"
"NUTM2A-AS12",4.55526208133627e-22,0.351815729923734,0.277,0.215,1.45230865677163e-17,"6","NUTM2A-AS1"
"ATP6AP21",4.87357991983954e-22,0.28166157922871,0.344,0.278,1.55379475004324e-17,"6","ATP6AP2"
"AFF41",5.49142053865417e-22,0.252963611944947,0.358,0.288,1.75077469613372e-17,"6","AFF4"
"SPCS13",8.33425218056136e-22,0.285650358842772,0.42,0.351,2.65712628020657e-17,"6","SPCS1"
"RPS19BP11",8.495167370342e-22,0.309247269351923,0.283,0.222,2.70842926101244e-17,"6","RPS19BP1"
"PPP6R12",9.42479104905556e-22,0.35367181305362,0.267,0.207,3.00481188225989e-17,"6","PPP6R1"
"HECTD12",1.0027573196964e-21,0.539551512509177,0.279,0.22,3.19699088665607e-17,"6","HECTD1"
"ZNF2071",3.62767650297308e-21,0.288268513285875,0.356,0.289,1.15657582267788e-16,"6","ZNF207"
"STX82",6.08538882756028e-21,0.420140808068332,0.263,0.202,1.94014366600277e-16,"6","STX8"
"FRYL3",1.36606514653803e-20,0.34675166296149,0.329,0.265,4.35528890019255e-16,"6","FRYL"
"TENT21",1.44202215384355e-20,0.340412947046115,0.289,0.227,4.59745503088401e-16,"6","TENT2"
"HELZ2",1.61664521487552e-20,0.295113352937762,0.333,0.264,5.15418827406612e-16,"6","HELZ"
"PDS5A3",2.16704365888364e-20,0.452623118485028,0.298,0.237,6.90896859325282e-16,"6","PDS5A"
"TRPC4AP1",3.56147199704423e-20,0.327701714969705,0.25,0.194,1.13546850209764e-15,"6","TRPC4AP"
"FAM204A1",5.74217760374606e-20,0.402681928055273,0.257,0.201,1.83072106362632e-15,"6","FAM204A"
"ZFC3H1",8.95716914516055e-20,0.433038074661764,0.284,0.228,2.85572466686009e-15,"6","ZFC3H1"
"MAZ2",2.04798461246269e-19,0.29852234759,0.26,0.203,6.52938454145355e-15,"6","MAZ"
"NDUFA31",4.61891045982927e-19,0.342542586902783,0.335,0.279,1.47260103280277e-14,"6","NDUFA3"
"SPPL31",5.56494307321738e-19,0.274677171328423,0.266,0.208,1.77421515060317e-14,"6","SPPL3"
"CDC40",1.15894954343107e-18,0.470693189439909,0.265,0.211,3.69496293436693e-14,"6","CDC40"
"PTPN21",2.40407512876552e-18,0.29568380276049,0.309,0.248,7.66467232553023e-14,"6","PTPN2"
"SLTM2",2.71083305757401e-18,0.283143423261978,0.351,0.29,8.64267795415745e-14,"6","SLTM"
"H1-43",4.97797636146862e-18,0.389107841554806,0.321,0.262,1.58707842356343e-13,"6","H1-4"
"KIF5B2",6.94837556068227e-18,0.250715000970071,0.32,0.263,2.21528109625672e-13,"6","KIF5B"
"SYNCRIP2",1.05505336870598e-17,0.3460759330668,0.265,0.211,3.36372115010842e-13,"6","SYNCRIP"
"SELENOF3",1.91012144372089e-17,0.307039426374608,0.328,0.268,6.08984918687093e-13,"6","SELENOF"
"EIF3D3",2.23191722672515e-17,0.33061374311036,0.373,0.315,7.11579850224512e-13,"6","EIF3D"
"PCMT1",1.92880227224108e-16,0.266457682791572,0.285,0.233,6.149407404359e-12,"6","PCMT1"
"HSPD13",8.64508227336226e-16,0.372259361034335,0.25,0.201,2.75622513039336e-11,"6","HSPD1"
"PRRC2B3",1.05327361585012e-15,0.443343441348031,0.269,0.221,3.35804694205336e-11,"6","PRRC2B"
"RPN23",1.46058873716935e-15,0.346134305456475,0.28,0.229,4.65664901184333e-11,"6","RPN2"
"NDUFV23",1.67342859003572e-15,0.351011639785985,0.339,0.286,5.33522503075187e-11,"6","NDUFV2"
"PRPF83",5.06339040923183e-15,0.255908977319495,0.316,0.264,1.61431013027129e-10,"6","PRPF8"
"ST3GAL12",5.71692036211182e-15,0.313070880226648,0.267,0.219,1.82266854984849e-10,"6","ST3GAL1"
"PSMD72",7.45146709665087e-15,0.277307996515306,0.326,0.274,2.37567673975423e-10,"6","PSMD7"
"C1QBP3",1.84598028192002e-14,0.401804929253476,0.275,0.228,5.88535433481741e-10,"6","C1QBP"
"VTI1B1",5.65362360463174e-14,0.266866730060956,0.326,0.274,1.80248827762869e-09,"6","VTI1B"
"TAF153",9.02323363273189e-14,0.336508802981258,0.323,0.273,2.87678734678758e-09,"6","TAF15"
"TOP2B3",1.00495137225988e-13,0.331141162839225,0.263,0.215,3.20398596503894e-09,"6","TOP2B"
"RNPS12",1.41021689632204e-12,0.257394929694618,0.296,0.248,4.49605350885392e-08,"6","RNPS1"
"DDX463",2.64948659979055e-12,0.302430604076579,0.319,0.272,8.44709317745222e-08,"6","DDX46"
"MRPL331",5.11145210427193e-12,0.281180235055028,0.256,0.212,1.62963315988398e-07,"6","MRPL33"
"MON22",1.46778226002373e-11,0.315228919015753,0.258,0.214,4.67958340140764e-07,"6","MON2"
"KTN12",1.87743341554501e-10,0.275248098516318,0.323,0.278,5.98563321544059e-06,"6","KTN1"
"TMEM14B2",1.67021494240423e-09,0.255637297163524,0.335,0.295,5.32497927937317e-05,"6","TMEM14B"
"PPP4R3A3",3.70168454304798e-09,0.264404233904095,0.275,0.238,0.000118017106601456,"6","PPP4R3A"
"PNRC23",1.17346760100348e-08,0.26135312167555,0.283,0.247,0.000374124940551931,"6","PNRC2"
"PSMC53",1.89309155902311e-08,0.276650483545915,0.269,0.233,0.000603555450847747,"6","PSMC5"
"LSM83",1.92757642507719e-08,0.303911553861206,0.265,0.23,0.00061454991584311,"6","LSM8"
"UBQLN11",6.56567733014555e-08,0.288915587981919,0.255,0.222,0.002093269246397,"6","UBQLN1"
"ORMDL13",3.00165764892827e-07,0.31507386285662,0.292,0.259,0.0095698849163131,"6","ORMDL1"
"CHMP4A3",4.24399574065281e-07,0.273844145916399,0.274,0.242,0.0135307072203493,"6","CHMP4A"
"PPP4R3B3",3.15420314187383e-05,0.268007952482246,0.263,0.237,1,"6","PPP4R3B"
"TNRC6A3",3.5632459562211e-05,0.379759937054373,0.265,0.241,1,"6","TNRC6A"
"GZMH1",0,3.6105419129715,0.972,0.129,0,"7","GZMH"
"KLRD11",0,3.64284049070145,0.938,0.101,0,"7","KLRD1"
"GZMA1",0,3.89772177499462,0.989,0.156,0,"7","GZMA"
"PRF11",0,2.24183742743561,0.934,0.144,0,"7","PRF1"
"FGFBP21",0,3.13341247847489,0.874,0.105,0,"7","FGFBP2"
"LINC018712",0,4.32874885763969,0.831,0.065,0,"7","LINC01871"
"GZMB1",0,3.10445743849663,0.866,0.102,0,"7","GZMB"
"CCL41",0,2.41493230431755,0.878,0.115,0,"7","CCL4"
"NKG71",0,3.08771870502308,0.995,0.243,0,"7","NKG7"
"SAMD32",0,3.53242010106952,0.877,0.128,0,"7","SAMD3"
"C12orf751",0,2.65672807878892,0.89,0.15,0,"7","C12orf75"
"KLRK11",0,3.13389897806722,0.839,0.103,0,"7","KLRK1"
"PYHIN11",0,3.35540763464678,0.849,0.118,0,"7","PYHIN1"
"CST72",0,1.84218352684591,0.988,0.262,0,"7","CST7"
"CCL51",0,3.01638659697773,0.992,0.276,0,"7","CCL5"
"CTSW1",0,2.09079851730389,0.921,0.208,0,"7","CTSW"
"HOPX1",0,3.17818845716764,0.8,0.102,0,"7","HOPX"
"TGFBR31",0,3.33768992196631,0.791,0.105,0,"7","TGFBR3"
"SKAP13",0,2.73950172185816,0.958,0.282,0,"7","SKAP1"
"APOBEC3G1",0,3.17611988586574,0.813,0.137,0,"7","APOBEC3G"
"GZMM3",0,2.22203127905631,0.904,0.23,0,"7","GZMM"
"PPP2R2B1",0,4.23784188637445,0.723,0.054,0,"7","PPP2R2B"
"PLAAT43",0,2.40855353592244,0.955,0.293,0,"7","PLAAT4"
"CD2473",0,2.69606497160903,0.923,0.265,0,"7","CD247"
"ARL4C2",0,1.57566429930279,0.95,0.293,0,"7","ARL4C"
"TRG-AS11",0,3.2403867695306,0.799,0.151,0,"7","TRG-AS1"
"FCRL61",0,3.07794658167376,0.707,0.062,0,"7","FCRL6"
"ID21",0,2.04233443716298,0.893,0.25,0,"7","ID2"
"CD23",0,2.70671464433903,0.836,0.198,0,"7","CD2"
"HLA-DPB12",0,1.8197831625888,0.949,0.312,0,"7","HLA-DPB1"
"FCGR3A1",0,1.97547853394796,0.789,0.153,0,"7","FCGR3A"
"PRKCH3",0,2.57998252308378,0.919,0.289,0,"7","PRKCH"
"TRBC12",0,2.58029393309411,0.803,0.174,0,"7","TRBC1"
"IRF1-AS11",0,2.40604022798257,0.832,0.203,0,"7","IRF1-AS1"
"C1orf211",0,3.56371719373419,0.687,0.059,0,"7","C1orf21"
"RUNX31",0,1.78253265159154,0.863,0.243,0,"7","RUNX3"
"LIME13",0,2.24559050452138,0.844,0.228,0,"7","LIME1"
"H1-44",0,2.36622897045697,0.847,0.233,0,"7","H1-4"
"RPS4Y11",0,1.60378106084192,0.834,0.222,0,"7","RPS4Y1"
"AOAH2",0,2.1679045221325,0.896,0.286,0,"7","AOAH"
"ABHD17A2",0,1.94954220249562,0.926,0.319,0,"7","ABHD17A"
"SYNE11",0,2.0405209460065,0.883,0.278,0,"7","SYNE1"
"CLIC31",0,3.32896146502393,0.671,0.067,0,"7","CLIC3"
"PRKCQ3",0,2.63320395004524,0.759,0.155,0,"7","PRKCQ"
"DSTN2",0,2.28167708958139,0.8,0.2,0,"7","DSTN"
"PALD1",0,5.6139983059726,0.616,0.016,0,"7","PALD1"
"GNLY1",0,2.93089362202939,0.746,0.149,0,"7","GNLY"
"NCALD1",0,3.71621326999132,0.67,0.074,0,"7","NCALD"
"KLF123",0,2.3736129373512,0.832,0.236,0,"7","KLF12"
"LCK3",0,1.65215375551814,0.853,0.258,0,"7","LCK"
